country,goal,window,rmse,mape,r_squared,model
Algeria,goal16,14,29.853720828936144,0.0813449294878985,0.41363883383711125,Ridge_Auto
Algeria,goal16,17,22.522384487177977,0.0704684633016621,0.3501378217936865,Ridge_Auto
Algeria,goal17,5,77.6775186264972,0.10927043197067395,0.6863744247774357,Ridge_Auto
Algeria,goal17,8,53.92251572821577,0.09318988383702145,0.7033872243953329,Ridge_Auto
Algeria,goal17,11,26.703878887827216,0.06229467676257934,0.6529838694187522,Ridge_Auto
Algeria,goal17,14,4.7469802021105325,0.026245040503892664,0.7080272271651977,Ridge_Auto
Algeria,goal17,17,1.1529175357353225,0.013732010933813576,0.7487935520830671,Ridge_Auto
Algeria,goal2,5,172.5004599935203,0.15602420198848713,0.381582838046727,Ridge_Auto
Algeria,goal2,8,44.043869534445385,0.07988312422871288,0.41876968151678606,Ridge_Auto
Algeria,goal2,11,30.7088045100301,0.07115293148593446,0.5473434978739282,Ridge_Auto
Algeria,goal2,14,18.157880660689763,0.0601808246577982,0.6491726478598155,Ridge_Auto
Algeria,goal2,17,6.431990856233819,0.03499946000432015,0.6527718866493427,Ridge_Auto
Algeria,goal3,5,24.23313896987335,0.05851724597159574,0.8490054315813279,Ridge_Auto
Algeria,goal3,8,27.698933430323954,0.06744354974231136,0.9309410907335678,Ridge_Auto
Algeria,goal3,11,28.261343330974274,0.06850398396410476,0.9621799143283674,Ridge_Auto
Algeria,goal3,14,28.78725387737058,0.0693032249156113,0.9728501759747549,Ridge_Auto
Algeria,goal3,17,24.89746621746196,0.06452431564731695,0.9693360284690815,Ridge_Auto
Algeria,goal4,5,517.9275024295466,0.25574134624495665,0.4883726117244982,Ridge_Auto
Algeria,goal4,8,321.7100489540761,0.23421735348597053,0.23407868599359663,Ridge_Auto
Algeria,goal4,11,274.74735986362236,0.2317281143987548,0.18297882062448814,Ridge_Auto
Algeria,goal4,14,304.9138895013229,0.24492108927204645,0.28707727512778897,Ridge_Auto
Algeria,goal4,17,280.52241967612656,0.23579493120242487,0.3675248681720774,Ridge_Auto
Algeria,goal5,5,358.06212504048955,0.32829987929366716,0.7658679141248218,Ridge_Auto
Algeria,goal5,8,279.0108737024207,0.31752973852718047,0.8260407799948695,Ridge_Auto
Algeria,goal5,11,228.98302564181245,0.30723753505083257,0.8082935374829585,Ridge_Auto
Algeria,goal5,14,242.86920423807408,0.3468872276166298,0.7641853926827854,Ridge_Auto
Algeria,goal5,17,261.5383033799412,0.37079980868966017,0.8344669312909969,Ridge_Auto
Algeria,goal6,5,62.1128279883378,0.10806198583486604,0.4630881497367221,Ridge_Auto
Algeria,goal6,8,44.9480791915694,0.09989020125456535,0.4548349749630822,Ridge_Auto
Algeria,goal6,11,36.23993289237858,0.09442526620385003,0.4677541696572577,Ridge_Auto
Algeria,goal6,14,26.905541814082667,0.08622915993856417,0.4408841097614217,Ridge_Auto
Algeria,goal6,17,20.342220710027366,0.077838261504434,0.4126608938612467,Ridge_Auto
Algeria,goal7,5,4.812452218982699,0.024386724386724182,0.4180985952803338,Ridge_Auto
Algeria,goal7,8,3.091480418370543,0.022682709447415295,0.5733376638059277,Ridge_Auto
Algeria,goal7,11,2.6178700796867505,0.02191578475000904,0.7029410231352962,Ridge_Auto
Algeria,goal7,14,2.4831913646114403,0.022345636819321207,0.8022934252036886,Ridge_Auto
Algeria,goal7,17,1.9873586813018942,0.0198194778078139,0.8675298723516398,Ridge_Auto
Algeria,goal8,5,162.41998056365327,0.14748960689815405,0.7188685628418013,Ridge_Auto
Algeria,goal8,8,118.89826812676957,0.13694979899597357,0.7500352534219576,Ridge_Auto
Algeria,goal8,11,77.55954218368552,0.12064326158063468,0.7850992449734061,Ridge_Auto
Algeria,goal8,14,67.69818289654266,0.11813704122457837,0.8175687027723632,Ridge_Auto
Algeria,goal8,17,65.0291859086968,0.11748332805857138,0.8435604581467739,Ridge_Auto
Algeria,goal9,5,606.9493294460651,0.433168723089809,0.8593308854605836,Ridge_Auto
Algeria,goal9,8,533.3403141711239,0.39589697058782514,0.7614037081204464,Ridge_Auto
Algeria,goal9,11,453.4443670141633,0.3704431878005215,0.7249379155166629,Ridge_Auto
Algeria,goal9,14,357.5730362452563,0.3388692630061769,0.6909569872300796,Ridge_Auto
Algeria,goal9,17,200.24430743207404,0.2679860155658963,0.652196139162797,Ridge_Auto
Angola,goal1,5,1267.8703919663171,0.9131205028117485,0.559346667698864,Ridge_Auto
Angola,goal1,8,1144.017702893991,0.8922480471438553,0.608809450180615,Ridge_Auto
Angola,goal1,11,825.6483966018244,0.8089365983048047,0.44679168833787325,Ridge_Auto
Angola,goal1,14,635.2642100031977,0.7556385545772227,0.26633090538542253,Ridge_Auto
Angola,goal1,17,557.3392023043392,0.7230509079094529,0.2421625757825304,Ridge_Auto
Angola,goal10,5,2534.3457725947455,2.2079081632653033,0.8924522189828277,Ridge_Auto
Angola,goal10,8,2322.058194400761,2.6544786096256705,0.7272223969801828,Ridge_Auto
Angola,goal10,11,2280.902554434938,2.9313296997120504,0.5999877152392454,Ridge_Auto
Angola,goal10,14,1885.4428797557734,2.699248120300747,0.7076889042782413,Ridge_Auto
Angola,goal10,17,1491.2508717573392,2.406090251278022,0.7395822253250605,Ridge_Auto
Angola,goal11,5,30.41725947521864,0.0957002734648674,0.40453063834988345,Ridge_Auto
Angola,goal11,8,10.286629639823857,0.056889495852156136,0.4992543406831684,Ridge_Auto
Angola,goal11,11,1.91481226144343,0.02743075360364901,0.6349045934737079,Ridge_Auto
Angola,goal11,14,0.9045491685824952,0.01811335793172675,0.7176041042701721,Ridge_Auto
Angola,goal11,17,1.0134225997975876,0.021365225816339546,0.7115520413475867,Ridge_Auto
Angola,goal12,5,14.981367022999656,0.02833682401906334,0.570809616363554,Ridge_Auto
Angola,goal12,8,10.562191137150041,0.02959962767293553,0.29075865797280304,Ridge_Auto
Angola,goal12,11,8.571868401277072,0.028821627864037504,0.38307653113458706,Ridge_Auto
Angola,goal12,14,7.426543439975202,0.027596480454468435,0.47397610970180887,Ridge_Auto
Angola,goal12,17,5.333127620816866,0.023389465973894272,0.4695121795909632,Ridge_Auto
Angola,goal13,5,38.47738257207623,0.0543300031953923,0.5232368457587047,Ridge_Auto
Angola,goal13,8,40.797473851840266,0.06003514515591375,0.5182821585746172,Ridge_Auto
Angola,goal13,11,37.837958476662735,0.061269910342562836,0.4993634677056657,Ridge_Auto
Angola,goal13,14,31.30801780649927,0.057254692499530115,0.4933527258618821,Ridge_Auto
Angola,goal13,17,21.40715414871395,0.04795972836205313,0.37946371721909483,Ridge_Auto
Angola,goal14,5,30.32781988986066,0.07268283432776096,0.4417585301276321,Ridge_Auto
Angola,goal14,8,4.062825574079886,0.026044893494152347,0.09691386788752271,Ridge_Auto
Angola,goal14,11,2.7793510938936885,0.02108965570916215,0.09727031439011125,Ridge_Auto
Angola,goal14,14,1.696921838391397,0.016228044045583655,0.09037226578479007,Ridge_Auto
Angola,goal14,17,2.7208972312237365,0.023050376966606674,0.1716025957656931,Ridge_Auto
Angola,goal15,5,11.8,0.05115332428765266,1.0,Ridge_Auto
Angola,goal15,8,11.8,0.05115332428765266,1.0,Ridge_Auto
Angola,goal15,11,11.8,0.051153324287652645,1.0,Ridge_Auto
Angola,goal15,14,11.8,0.05115332428765264,1.0,Ridge_Auto
Angola,goal15,17,11.8,0.051153324287652645,1.0,Ridge_Auto
Angola,goal16,5,17.883083900226993,0.09369924670838038,0.7731886405355829,Ridge_Auto
Angola,goal16,8,9.21239599716912,0.06282162367344789,0.6680431473377112,Ridge_Auto
Angola,goal16,11,3.8822826887584974,0.03754020550423752,0.5969854060080759,Ridge_Auto
Angola,goal16,14,0.9011712767979055,0.0183110470108775,0.6037615370804461,Ridge_Auto
Angola,goal16,17,0.6704386974307242,0.01587284272797849,0.625322760851453,Ridge_Auto
Angola,goal17,5,647.8397667638467,0.40349074483088,0.4530944909546257,Ridge_Auto
Angola,goal17,8,157.96857993865927,0.20473385143772815,0.1904016115372637,Ridge_Auto
Angola,goal17,11,115.6614454840053,0.1776715447604485,0.22865089343618344,Ridge_Auto
Angola,goal17,14,45.87055283690113,0.10676324454112648,0.07613444405302491,Ridge_Auto
Angola,goal17,17,2.331421294082761,0.022546340408497057,0.111947513826683,Ridge_Auto
Angola,goal2,5,141.08549400712735,0.1628160922967754,0.43430735013881233,Ridge_Auto
Angola,goal2,8,105.82369495124357,0.16481458550119682,0.4763164291758646,Ridge_Auto
Angola,goal2,11,81.30142517607676,0.1542713897536816,0.6942427404296525,Ridge_Auto
Angola,goal2,14,65.01897144765044,0.1459522822366244,0.7767719850246246,Ridge_Auto
Angola,goal2,17,43.72543648983585,0.1189631809875225,0.7979527749291634,Ridge_Auto
Angola,goal3,5,56.73582118561727,0.15706803688758653,0.5869892317309093,Ridge_Auto
Angola,goal3,8,24.24877064328391,0.12118458489046706,0.7451270992029533,Ridge_Auto
Angola,goal3,11,10.85206373404938,0.0785771616886159,0.831900681069475,Ridge_Auto
Angola,goal3,14,5.56657375542544,0.06251949371498201,0.8850414361850304,Ridge_Auto
Angola,goal3,17,1.6465488696856088,0.03226709799408441,0.8941347264886617,Ridge_Auto
Angola,goal4,5,31.46494331065759,0.10605182623182366,0.7076989525969156,Ridge_Auto
Angola,goal4,8,30.328329270210784,0.10337014647756321,0.4321370901301678,Ridge_Auto
Angola,goal4,11,29.827788365722448,0.10455936098975938,0.21152565809530283,Ridge_Auto
Angola,goal4,14,24.73427566409764,0.09651531223800416,0.1321957699895358,Ridge_Auto
